feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
3391	-1							1.0	0.47743472	ISDB	http://www.wikidata.org/entity/Q27135600	GCGTXOVNNFGTPQ-JHOUSYSJSA-N	InChI=1S/C34H69NO3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(37)32(31-36)35-34(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h32-33,36-37H,3-31H2,1-2H3,(H,35,38)/t32-,33+/m0/s1	CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC	C34H69NO3		539.527745068	N-(hexadecanoyl)-sphinganine	GCGTXOVNNFGTPQ	Fatty acids	Sphingolipids	Ceramides	http://www.wikidata.org/entity/Q146212	Brassica oleracea	833642.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica oleracea']		['Eukaryota']									1	0	2.9097388982772827	1
3347	21	Fatty acids	0.5333333333333333	Sphingolipids	0.4533333333333333	Ceramides	0.44	1.0	0.46883658	ISDB	http://www.wikidata.org/entity/Q27135592	KZTJQXAANJHSCE-OIDHKYIRSA-N	InChI=1S/C36H73NO3/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-36(40)37-34(33-38)35(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h34-35,38-39H,3-33H2,1-2H3,(H,37,40)/t34-,35+/m0/s1	CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC	C36H73NO3		567.559045196	N-(octadecanoyl)-sphinganine	KZTJQXAANJHSCE	Fatty acids	Sphingolipids	Ceramides	http://www.wikidata.org/entity/Q19610691	Bos taurus	490099.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Artiodactyla']	['Bovidae']	['Unknown']	['Bos']	['Bos taurus']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']						4	3	7.375346302986145	1
3319	163	Fatty acids	0.45454545454545453	Fatty amides	0.45454545454545453	N-acyl amines	0.45454545454545453	1.0	0.4545853	ISDB	http://www.wikidata.org/entity/Q105347794	YFTBALWTXJWGFU-UHFFFAOYSA-N	InChI=1S/C30H61NO/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-30(32)31-28-29(2)3/h29H,4-28H2,1-3H3,(H,31,32)	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NCC(C)C	C30H61NO		451.475315572	N-(2-Methylpropyl)hexacosanamide	YFTBALWTXJWGFU	Fatty acids	Fatty amides	N-acyl amines	http://www.wikidata.org/entity/Q685336	Piper longum	97780.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Piperaceae']	['Unknown']	['Piper']	['Piper longum']		['Eukaryota']									1	3	4.318341255187988	1
3307	41	Terpenoids	0.9666666666666667	Steroids	0.9666666666666667	Cholane steroids	0.9666666666666667	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q2701638	RFDAIACWWDREDC-FRVQLJSFSA-N	InChI=1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	C26H43NO6	pos_2MCa	465.30903809599994	Glycocholic acid	RFDAIACWWDREDC	Terpenoids	Steroids	Cholane steroids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
3299	21	Fatty acids	0.5333333333333333	Sphingolipids	0.4533333333333333	Ceramides	0.44	1.0	0.44915172	ISDB	http://www.wikidata.org/entity/Q27135600	GCGTXOVNNFGTPQ-JHOUSYSJSA-N	InChI=1S/C34H69NO3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(37)32(31-36)35-34(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h32-33,36-37H,3-31H2,1-2H3,(H,35,38)/t32-,33+/m0/s1	CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC	C34H69NO3		539.527745068	N-(hexadecanoyl)-sphinganine	GCGTXOVNNFGTPQ	Fatty acids	Sphingolipids	Ceramides	http://www.wikidata.org/entity/Q146212	Brassica oleracea	833642.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica oleracea']		['Eukaryota']									1	3	4.2966068983078	1
3268	21	Fatty acids	0.5333333333333333	Sphingolipids	0.4533333333333333	Ceramides	0.44	1.0	0.46281403	ISDB	http://www.wikidata.org/entity/Q27135600	GCGTXOVNNFGTPQ-JHOUSYSJSA-N	InChI=1S/C34H69NO3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(37)32(31-36)35-34(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h32-33,36-37H,3-31H2,1-2H3,(H,35,38)/t32-,33+/m0/s1	CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC	C34H69NO3		539.527745068	N-(hexadecanoyl)-sphinganine	GCGTXOVNNFGTPQ	Fatty acids	Sphingolipids	Ceramides	http://www.wikidata.org/entity/Q146212	Brassica oleracea	833642.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica oleracea']		['Eukaryota']									1	3	4.3512561321258545	1
3266	41	Terpenoids	0.9666666666666667	Steroids	0.9666666666666667	Cholane steroids	0.9666666666666667	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q2701638	RFDAIACWWDREDC-FRVQLJSFSA-N	InChI=1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	C26H43NO6	pos_2MCa	465.30903809599994	Glycocholic acid	RFDAIACWWDREDC	Terpenoids	Steroids	Cholane steroids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
3230	21	Fatty acids	0.5333333333333333	Sphingolipids	0.4533333333333333	Ceramides	0.44	1.0	0.46055323	ISDB	http://www.wikidata.org/entity/Q27135592	KZTJQXAANJHSCE-OIDHKYIRSA-N	InChI=1S/C36H73NO3/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-36(40)37-34(33-38)35(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h34-35,38-39H,3-33H2,1-2H3,(H,37,40)/t34-,35+/m0/s1	CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC	C36H73NO3		567.559045196	N-(octadecanoyl)-sphinganine	KZTJQXAANJHSCE	Fatty acids	Sphingolipids	Ceramides	http://www.wikidata.org/entity/Q19610691	Bos taurus	490099.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Artiodactyla']	['Bovidae']	['Unknown']	['Bos']	['Bos taurus']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']						4	3	7.342212915420532	1
3224	41	Terpenoids	0.9666666666666667	Steroids	0.9666666666666667	Cholane steroids	0.9666666666666667	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q2701638	RFDAIACWWDREDC-FRVQLJSFSA-N	InChI=1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	C26H43NO6	pos_2MCa	465.30903809599994	Glycocholic acid	RFDAIACWWDREDC	Terpenoids	Steroids	Cholane steroids	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
3214	104	Fatty acids	0.18181818181818182	Fatty esters	0.18181818181818182	Fatty acyl CoAs	0.18181818181818182	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27103282	MBCVYCOKMMMWLX-YYMFEJJQSA-N	InChI=1S/C35H60N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-26(44)63-19-18-37-25(43)16-17-38-33(47)30(46)35(2,3)21-56-62(53,54)59-61(51,52)55-20-24-29(58-60(48,49)50)28(45)34(57-24)42-23-41-27-31(36)39-22-40-32(27)42/h14-15,22-24,28-30,34,45-46H,4-13,16-21H2,1-3H3,(H,37,43)(H,38,47)(H,51,52)(H,53,54)(H2,36,39,40)(H2,48,49,50)/b15-14+/t24-,28-,29-,30+,34-/m1/s1	CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	C35H60N7O17P3S	pos_1_1sodium	975.29792435	trans-Tetradec-2-enoyl-CoA	MBCVYCOKMMMWLX	Fatty acids	Fatty esters	Fatty acyl CoAs	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
3214	104	Fatty acids	0.18181818181818182	Fatty esters	0.18181818181818182	Fatty acyl CoAs	0.18181818181818182	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27139040	MRVDZOHJMLTLHJ-STFCKWFXSA-N	InChI=1S/C35H60N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-26(44)63-19-18-37-25(43)16-17-38-33(47)30(46)35(2,3)21-56-62(53,54)59-61(51,52)55-20-24-29(58-60(48,49)50)28(45)34(57-24)42-23-41-27-31(36)39-22-40-32(27)42/h11-12,22-24,28-30,34,45-46H,4-10,13-21H2,1-3H3,(H,37,43)(H,38,47)(H,51,52)(H,53,54)(H2,36,39,40)(H2,48,49,50)/b12-11-/t24-,28-,29-,30+,34-/m1/s1	CCCCCCCC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	C35H60N7O17P3S	pos_1_1sodium	975.29792435	cis-tetradec-5-enoyl-CoA	MRVDZOHJMLTLHJ	Fatty acids	Fatty esters	Fatty acyl CoAs	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']		['Hominidae']		['Homo']	['Homo sapiens']	7	3	8.5	1
3200	21	Fatty acids	0.5333333333333333	Sphingolipids	0.4533333333333333	Ceramides	0.44	1.0	0.45096812	ISDB	http://www.wikidata.org/entity/Q27135600	GCGTXOVNNFGTPQ-JHOUSYSJSA-N	InChI=1S/C34H69NO3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(37)32(31-36)35-34(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h32-33,36-37H,3-31H2,1-2H3,(H,35,38)/t32-,33+/m0/s1	CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC	C34H69NO3		539.527745068	N-(hexadecanoyl)-sphinganine	GCGTXOVNNFGTPQ	Fatty acids	Sphingolipids	Ceramides	http://www.wikidata.org/entity/Q146212	Brassica oleracea	833642.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica oleracea']		['Eukaryota']									1	3	4.303872466087341	1
