formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C6H15F2N2OS	[M + Na]+	C6H15F2N2NaOS+	Alkaloids	0.416	Monoterpenoids	0.139	Imidazole alkaloids	0.120	Organosulfur compounds	0.889	Sulfenyl compounds	0.697					Sulfenyl compounds	0.697	Organic compounds; Organosulfur compounds; Organohalogen compounds; Organonitrogen compounds; Alkyl fluorides; Organofluorides; Alkyl halides; Sulfenyl compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	224.076	75	1.254	845630608076380345	845630486923904322	845630486923904321	26	
1	C8H21F2N2O2Si	[M + Na]+	C8H21F2N2NaO2Si+	Alkaloids	0.422	Small peptides	0.352	Halogenated fatty acids	0.380	Organohalogen compounds	0.728	Alkyl halides	0.677	Alkyl fluorides	0.697			Alkyl fluorides	0.697	Organic compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	266.123	76	1.265	845630607241713759	845630486974235974	845630486970041669	27	
1	C9H16FNO5S	[M - H2O + H]+	C9H15FNO4S+	Amino acids and Peptides	0.514	Small peptides	0.784	Aminoacids	0.606	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.974	Amino acids, peptides, and analogues	0.621	Amino acids and derivatives	0.620	Amino acids and derivatives	0.620	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Organofluorides; Organosulfonamides; Carbonyl compounds; Aminosulfonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	252.071	77	1.275	845630603223570054	845630487020373322	845630487020373321	28	
1	C8H21F2N2O2Si	[M + Na]+	C8H21F2N2NaO2Si+	Alkaloids	0.396	Small peptides	0.380	Halogenated fatty acids	0.400	Organohalogen compounds	0.715	Alkyl halides	0.656	Alkyl fluorides	0.682			Alkyl fluorides	0.682	Organic compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	266.123	95	1.588	845630610433579505	845630487125230930	845630487125230929	30	
1	C8H10O2	[M + H3N + H]+	C8H14NO2+	Fatty acids	0.919	Fatty Acids and Conjugates	0.200	Unsaturated fatty acids	0.261	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbonyl compounds	0.886	Ketones	0.512	Ketones	0.512	Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	156.102	99	1.651	845630577835445155	845630487070704974	845630487070704973	29	
1	C7H8O2	[M + H3N + H]+	C7H12NO2+	Fatty acids	0.876	Fatty Acids and Conjugates	0.613	Unsaturated fatty acids	0.756	Organic acids and derivatives	0.513	Carboxylic acids and derivatives	0.585	Carboxylic acids	0.575			Carboxylic acids	0.575	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	142.086	104	1.727	845630576774286070	845630487188145494	845630487188145493	31	
1	C7H12O2	[M + H3N + H]+	C7H16NO2+	Fatty acids	0.959	Fatty Acids and Conjugates	0.681	Unsaturated fatty acids	0.533	Lipids and lipid-like molecules	0.586							Lipids and lipid-like molecules	0.586	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	146.118	107	1.790	845630575700544092	845630487309780318	845630487309780317	33	
1	C8H18BF2N2O3	[M + H3N + H]+	C8H22BF2N3O3+	Amino acids and Peptides	0.669	Small peptides	0.895	Aminoacids	0.782	Organic acids and derivatives	0.919	Carboxylic acids and derivatives	0.541	Amino acids, peptides, and analogues	0.631	Amino acids and derivatives	0.633	Alpha amino acids and derivatives	0.533	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organometallic compounds; Monoalkylamines; Boronic acid derivatives; Organometalloid compounds; Organofluorides; Carbonyl compounds; Amines; Primary amines; Organoboron compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	256.175	119	1.991	845630595799651108	845630487410443622	845630487410443621	35	
1	C12H26O6	[M + H3N + H]+	C12H30NO6+	Fatty acids	0.994	Fatty acyls	0.931	Fatty alcohols	0.982	Lipids and lipid-like molecules	0.570							Lipids and lipid-like molecules	0.570	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	284.207	119	1.991	845630595849982790	845630487456580970	845630487456580969	36	
1	C9H14O4	[M + H3N + H]+	C9H18NO4+	Fatty acids	0.816	Fatty Acids and Conjugates	0.566	Dicarboxylic acids	0.673	Organic acids and derivatives	0.957	Carboxylic acids and derivatives	0.946	Carboxylic acids	0.751			Carboxylic acids	0.751	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	204.123	120	2.004	845630578544282634	845630487502718318	845630487502718317	37	
1	C9H15NO2	[M + H3N + H]+	C9H19N2O2+	Amino acids and Peptides	0.623	Small peptides	0.367	Primary amides	0.750	Lipids and lipid-like molecules	0.656	Fatty Acyls	0.537					Fatty Acyls	0.537	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	187.144	129	2.145	845630581425769914	845630487553049970	845630487553049969	38	
1	C7H14N8O	[M - H2O + H]+	C7H13N8+	Alkaloids	0.699	Histidine alkaloids	0.143	Imidazole alkaloids	0.142	Organoheterocyclic compounds	0.967	Azoles	0.696					Azoles	0.696	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	209.126	129	2.145	845630599788434634	845630487603381622	845630487599187317	39	
1	C8H12O3	[M + H3N + H]+	C8H16NO3+	Fatty acids	0.937	Fatty Acids and Conjugates	0.463	Lactones	0.544	Organoheterocyclic compounds	0.498	Lactones	0.518					Lactones	0.518	Organic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	174.113	136	2.272	845630579991317733	845630487708239230	845630487704044925	41	
1	C8H12O3	[M - H2O + H]+	C8H11O2+	Fatty acids	0.973	Fatty Acids and Conjugates	0.792	Unsaturated fatty acids	0.517	Organic acids and derivatives	0.975	Carboxylic acids and derivatives	0.970	Carboxylic acids	0.743			Carboxylic acids	0.743	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	139.075	136	2.272	845630589835350161	845630487649518970	845630487649518969	40	
1	C8H10O2	[M + H3N + H]+	C8H14NO2+	Fatty acids	0.804	Fatty acyls	0.219	Fatty aldehydes	0.441	Organic oxygen compounds	0.999	Organooxygen compounds	0.998	Carbonyl compounds	0.909			Carbonyl compounds	0.909	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	156.102	136	2.274	845630584181427840	845630487804708230	845630487804708229	43	
1	C8H18NNaO3	[M - H2O + H]+	C8H17NNaO2+	Fatty acids	0.781	Fatty Acids and Conjugates	0.397	Aminoacids	0.300	Lipids and lipid-like molecules	0.628	Fatty Acyls	0.615					Fatty Acyls	0.615	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	182.115	140	2.335	845630595472495367	845630487896982926	845630487892788621	45	
1	C8H14O2	[M + H3N + H]+	C8H18NO2+	Fatty acids	0.996	Fatty esters	0.702	Lactones	0.792	Organic acids and derivatives	0.776	Carboxylic acids and derivatives	0.784	Monocarboxylic acids and derivatives	0.823			Monocarboxylic acids and derivatives	0.823	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	160.133	140	2.339	845630576208054906	845630487850845578	845630487850845577	44	
1	C8H15NO2	[M + Na]+	C8H15NNaO2+	Fatty acids	0.919	Fatty amides	0.891	Primary amides	0.927	Lipids and lipid-like molecules	0.688	Fatty Acyls	0.699					Fatty Acyls	0.699	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	180.100	141	2.347	845630576455518883	845630487985063318	845630487985063317	47	
1	C8H12O2	[M + H3N + H]+	C8H16NO2+	Fatty acids	0.977	Fatty Acids and Conjugates	0.707	Unsaturated fatty acids	0.849	Organic acids and derivatives	0.723	Carboxylic acids and derivatives	0.773	Carboxylic acids	0.641			Carboxylic acids	0.641	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	158.118	141	2.350	845630576157723241	845630487943120274	845630487943120273	46	
1	C10H24N2O3	[M - H2O + H]+	C10H23N2O2+	Amino acids and Peptides	0.550	Small peptides	0.457	Aminoacids	0.478	Lipids and lipid-like molecules	0.574	Fatty Acyls	0.542					Fatty Acyls	0.542	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	203.175	141	2.354	845630575696349786	845630488027006362	845630488027006361	48	
1	C10H16O4	[M + H3N + H]+	C10H20NO4+	Fatty acids	0.909	Fatty Acids and Conjugates	0.822	Dicarboxylic acids	0.759	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.989	Dicarboxylic acids and derivatives	0.802			Dicarboxylic acids and derivatives	0.802	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	218.139	151	2.523	845630577055304482	845630488073143710	845630488073143709	49	
1	C10H21NO4	[M - H2O + H]+	C10H20NO3+	Fatty acids	0.968	Fatty Acids and Conjugates	0.819	Nitro fatty acids	0.397	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.557	Amino acids and derivatives	0.555	Amino acids and derivatives	0.555	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	202.144	155	2.582	845630576468101816	845630488115086754	845630488115086753	50	
1	C8H14O3	[M + H3N + H]+	C8H18NO3+	Fatty acids	0.959	Fatty Acids and Conjugates	0.518	Lactones	0.348	Organic acids and derivatives	0.692	Carboxylic acids and derivatives	0.717	Monocarboxylic acids and derivatives	0.618			Monocarboxylic acids and derivatives	0.618	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	176.128	162	2.694	845630576342272658	845630488161224102	845630488157029797	51	
1	C8H12O	[M + H3N + H]+	C8H16NO+	Fatty acids	0.985	Fatty acyls	0.948	Fatty aldehydes	0.947	Organic oxygen compounds	0.991	Organooxygen compounds	0.985	Carbonyl compounds	0.850			Carbonyl compounds	0.850	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	142.123	169	2.815	845630576027699810	845630488404493754	845630488404493753	56	
