formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C10H22O6	[M + H3N + H]+	C10H26NO6+	1.000	1.000	84.288	84.288	0.000	14	0.564	0.682	0.682	0.024		256.175	32	0.532	860777924712982316	860777635024973640	860777635024973639	14	
1	C10H16O4	[M + H3N + H]+	C10H20NO4+	1.000	0.333	178.339	178.339	0.000	39	0.845	3.344	3.344	1.400		218.139	32	0.534	860777925350516618	860777635314380636	860777635310186331	19	
1	C11H16O4	[M + H3N + H]+	C11H20NO4+	1.000	0.333	295.772	295.772	0.000	56	0.959	2.009	2.009	0.241		230.139	32	0.534	860777929687427641	860777635251466072	860777635251466071	18	
1	C8H15NO3	[M + Na]+	C8H15NNaO3+	1.000	1.000	222.660	219.481	3.179	32	0.549	5.911	5.911	0.693		196.095	32	0.535	860777927384754404	860777635503124328	860777635498930023	22	
1	C8H12O3	[M + H3N + H]+	C8H16NO3+	1.000	0.333	218.092	214.955	3.138	29	0.774	4.743	4.743	0.346		174.113	32	0.535	860777929083447763	860777635385683808	860777635381489503	20	
1	C13H25NO4	[M + H3N + H]+	C13H29N2O4+	1.000	0.333	137.957	137.957	0.000	37	0.686	0.010	0.249	-0.050		277.212	32	0.536	860777933357444118	860777635616370544	860777635616370543	24	
1	C12H16O4	[M + H3N + H]+	C12H20NO4+	1.000	0.333	306.640	306.640	0.000	56	0.905	3.201	3.201	-0.597		242.139	32	0.537	860777940080914506	860777635444404068	860777635440209763	21	
1	C23H42N4O8	[M + H3N + H]+	C23H46N5O8+	1.000	0.333	104.409	104.409	0.000	46	0.842	0.325	0.650	-1.672		520.333	32	0.538	860777979423490087	860777636295847840	860777636295847839	36	
1	C16H26O5	[M + H3N + H]+	C16H30NO5+	1.000	0.333	102.496	98.844	3.652	26	0.720	3.495	3.495	0.097		316.212	32	0.539	860777932485028765	860777635733811064	860777635733811063	26	
1	C9H18N2O2	[M + Na]+	C9H18N2NaO2+	1.000	1.000	179.760	176.499	3.261	34	0.665	5.127	5.127	0.916		209.126	32	0.540	860777927728687388	860777635842862976	860777635838668671	28	
1	C14H22O4	[M + H3N + H]+	C14H26NO4+	1.000	0.333	130.383	130.383	0.000	28	0.529	0.483	0.528	0.056		272.186	32	0.540	860777933474884651	860777635968692104	860777635964497799	30	
1	C25H46N4O9	[M + H3N + H]+	C25H50N5O9+	1.000	0.333	104.882	104.882	0.000	46	0.843	0.250	0.650	-1.346		564.360	32	0.540	860777953670461732	860777636203573144	860777636199378839	34	
1	C8H12O3	[M - H2O + H]+	C8H11O2+	0.999	0.500	136.651	136.651	0.000	21	0.926	7.424	7.424	-129501.519		139.075	32	0.541	860777942115152321	860777635788337020	860777635784142715	27	
1	C8H10O2	[M + H3N + H]+	C8H14NO2+	0.998	0.333	214.437	211.302	3.135	25	0.402	7.162	7.162	0.864		156.102	33	0.542	860777936800968082	860777635897388932	860777635893194627	29	
1	C16H25NO4	[M + H3N + H]+	C16H29N2O4+	1.000	0.333	214.987	211.732	3.255	47	0.880	0.623	0.986	-0.172		313.212	33	0.542	860777940093497440	860777635675090804	860777635675090803	25	
1	C12H18O5	[M + H3N + H]+	C12H22NO5+	1.000	0.333	318.807	318.807	0.000	56	0.935	0.472	1.059	0.503		260.149	33	0.542	860777942912070211	860777636102909840	860777636098715535	32	
1	C8H13N5O4	[M + H3N + H]+	C8H17N6O4+	0.719	0.241	103.329	100.692	2.637	24	0.450	5.302	5.302	1.419		261.131	33	0.543	860777950939969427	860777636044189580	860777636044189579	31	
1	C6H3NO	[M + H3N + H]+	C6H7N2O+	0.973	0.331	55.564	55.564	0.000	5	0.624	6.405	6.405	1.997		123.056	33	0.545	860777922238342798	860777636346179492	860777636346179491	37	
1	C9H15NO3	[M + Na]+	C9H15NNaO3+	1.000	1.000	108.083	108.083	0.000	16	0.555	1.203	1.203	0.990		208.095	33	0.545	860777934473129161	860777636392316840	860777636392316839	38	
1	C12H18O4	[M + H3N + H]+	C12H22NO4+	1.000	0.333	267.320	263.919	3.402	50	0.864	2.135	2.135	0.309		244.154	33	0.546	860777941024633057	860777636253904796	860777636249710491	35	
1	C18H28O5Si	[M + H3N + H]+	C18H32NO5Si+	0.982	0.333	111.640	111.640	0.000	31	0.674	0.571	0.600	-3.812		370.203	33	0.547	860777941553115467	860777636543311796	860777636539117491	41	
1	C12H19NO5	[M - H2O + H]+	C12H18NO4+	0.356	0.333	109.201	109.201	0.000	39	0.525	2.955	3.562	-75016.244		240.121	33	0.548	860777928835983802	860777636153241492	860777636153241491	33	
1	C9H14F3NO	[M + H]+	C9H15F3NO+	0.346	0.333	141.474	138.264	3.210	25	0.481	4.415	5.855	1.118		210.110	33	0.549	860777926319400974	860777636442648492	860777636438454187	39	
1	C9H16NNaO3	[M + Na]+	C9H16NNa2O3+	1.000	1.000	78.911	78.911	0.000	20	0.314	1.245	1.245	0.136		232.092	33	0.549	860777927137290339	860777636589449144	860777636589449143	42	
1	C9H12O3	[M + H3N + H]+	C9H16NO3+	1.000	0.333	188.998	185.820	3.178	34	0.901	4.875	4.875	0.807		186.113	33	0.549	860777925035943797	860777636488785840	860777636488785839	40	
1	C12H12O3	[M + H3N + H]+	C12H16NO3+	0.645	0.333	137.386	137.386	0.000	14	0.281	3.071	4.257	-10.669		222.110	33	0.553	860777927535749373	860777636639780796	860777636639780795	43	
1	C9H14O3	[M + H3N + H]+	C9H18NO3+	1.000	0.333	221.978	218.582	3.396	36	0.883	3.862	3.862	0.373		188.128	33	0.554	860777923647629053	860777636685918144	860777636685918143	44	
1	C8H15NO2	[M + Na]+	C8H15NNaO2+	0.841	0.783	26.556	26.556	0.000	8	0.104	0.820	0.932	-0.302		180.099	33	0.556	860777923014289070	860777636736249796	860777636736249795	45	
1	C12H14O3	[M + H3N + H]+	C12H18NO3+	1.000	0.333	155.622	153.864	1.758	38	0.756	3.530	3.641	-9.548		224.126	33	0.558	860777925996439529	860777636887244752	860777636883050447	48	
1	C14H29NO5Si	[M + Na]+	C14H29NNaO5Si+	0.517	0.998	60.418	60.418	0.000	34	0.740	0.561	0.665	-2.105		342.170	33	0.558	860777936838716867	860777636929187796	860777636929187795	49	
1	C9H12O2	[M + H3N + H]+	C9H16NO2+	1.000	0.333	232.636	229.223	3.413	37	0.937	6.336	6.336	0.675		170.118	33	0.558	860777924364855070	860777636975325144	860777636971130839	50	
1	C12H21NO4	[M + Na]+	C12H21NNaO4+	0.940	0.944	185.602	182.082	3.520	34	0.581	2.825	2.825	0.230		266.136	33	0.558	860777932694744006	860777636832718796	860777636828524491	47	
1	C13H16O4	[M + H3N + H]+	C13H20NO4+	0.460	0.261	85.116	84.882	0.235	27	0.193	3.889	4.519	-9.107		254.136	34	0.559	860777927154067600	860777637122125796	860777637122125795	53	
1	C9H20O2Si	[M - H2O + H]+	C9H19OSi+	0.656	0.500	39.768	39.768	0.000	9	0.061	5.159	5.159	-105244.983		171.121	34	0.560	860777922234148486	860777637168263144	860777637168263143	54	
1	C9H14O3	[M - H2O + H]+	C9H13O2+	0.968	0.500	186.125	186.125	0.000	35	0.919	6.186	6.186	-117645.373		153.091	34	0.562	860777925979662274	860777637021462492	860777637017268187	51	
1	C14H27NO4	[M + H3N + H]+	C14H31N2O4+	0.999	0.333	213.291	213.291	0.000	44	0.863	0.838	1.872	-0.254		291.228	34	0.562	860777927309256913	860777636786581448	860777636782387143	46	
1	C9H15NO2	[M - H2O + H]+	C9H14NO+	1.000	0.333	186.559	186.559	0.000	43	0.945	5.711	5.711	-118406.480		152.107	34	0.564	860777923903481616	860777637214400492	860777637214400491	55	
1	C19H27NO5	[M + H3N + H]+	C19H31N2O5+	0.996	0.025	31.450	30.502	0.948	13	0.164	1.903	2.742	-8.029		367.220	34	0.564	860777941590864259	860777637067599840	860777637067599839	52	
1	C17H27NO4	[M + H3N + H]+	C17H31N2O4+	1.000	0.333	154.702	150.943	3.759	42	0.905	1.047	1.672	-1.234		327.227	34	0.566	860777937660800635	860777637260537840	860777637260537839	56	
1	C10H16O3	[M + H3N + H]+	C10H20NO3+	1.000	0.333	278.895	278.895	0.000	53	0.964	3.038	3.038	0.446		202.144	34	0.569	860777925690255263	860777637310869492	860777637306675187	57	
1	C10H14O3	[M + H3N + H]+	C10H18NO3+	1.000	0.333	299.452	296.174	3.278	54	0.962	4.000	4.000	0.700		200.128	34	0.570	860777948494689748	860777637352812536	860777637352812535	58	
1	C12H23NO4	[M + Na]+	C12H23NNaO4+	0.932	0.999	126.265	122.688	3.577	40	0.808	3.448	3.448	0.265		268.152	34	0.570	860777938323500743	860777637394755580	860777637394755579	59	
1	C21H42N6O8	[M + H3N + H]+	C21H46N7O8+	1.000	0.333	60.689	60.689	0.000	30	0.711	0.144	0.275	-1.960		524.339	34	0.571	860777978651737989	860777637478641668	860777637478641667	61	
1	C11H17NO3	[M + Na]+	C11H17NNaO3+	0.471	0.515	54.109	54.109	0.000	13	0.344	8.135	8.135	-0.060		234.110	34	0.573	860777926818523176	860777637436698624	860777637436698623	60	
1	C11H19NO3	[M + Na]+	C11H19NNaO3+	1.000	1.000	138.807	138.807	0.000	25	0.441	3.193	3.193	0.067		236.126	34	0.575	860777930018777739	860777637528973320	860777637524779015	62	
1	C11H14O3	[M + H3N + H]+	C11H18NO3+	1.000	0.333	257.266	253.807	3.458	39	0.757	5.243	5.243	0.944		212.128	35	0.581	860777929100224992	860777637621248016	860777637621248015	64	
1	C17H27N7O3	[M + H3N + H]+	C17H31N8O3+	0.980	0.197	39.593	36.474	3.119	11	0.801	1.905	1.905	1.409		395.252	35	0.583	860777928815012211	860777637738688536	860777637734494231	66	
1	C15H29N3O7	[M + H3N + H]+	C15H33N4O7+	0.942	0.004	35.813	32.834	2.979	10	0.803	3.406	3.406	4.339		381.236	35	0.586	860777930920553157	860777637688356884	860777637688356883	65	
1	C35H40O9	[M + Na]+	C35H40NaO9+	0.836	0.834	27.836	27.836	0.000	21	0.682	-0.165	1.296	3.916		627.259	35	0.588	860777980040052857	860777637575110668	860777637570916363	63	
1	C15H22O6	[M + Na]+	C15H22NaO6+	0.568	0.447	11.100	5.120	5.980	1	0.026	0.455	0.549	-0.091		321.131	35	0.589	860777927300868283	860777637780631580	860777637780631579	67	
1	C11H14O2	[M + H3N + H]+	C11H18NO2+	1.000	0.333	278.966	275.544	3.422	47	0.871	3.484	3.484	0.585		196.133	35	0.589	860777927296673960	860777637893877796	860777637893877795	69	
1	C11H16O3	[M + H3N + H]+	C11H20NO3+	1.000	0.333	294.893	294.893	0.000	55	0.953	2.234	2.234	0.701		214.144	35	0.589	860777929200888330	860777637981958188	860777637981958187	71	
1	C17H26O6	[M + H3N + H]+	C17H30NO6+	0.928	0.333	152.923	149.166	3.757	38	0.775	3.000	3.000	0.802		344.207	35	0.590	860777943721571047	860777637826768928	860777637826768927	68	
1	C9H12O2	[M - H2O + H]+	C9H11O+	1.000	0.500	69.510	66.212	3.298	14	0.965	5.458	5.458	-133331.231		135.081	35	0.590	860777945588036589	860777637940015144	860777637935820839	70	
1	C15H22O6	[M + H3N + H]+	C15H26NO6+	1.000	0.333	144.828	144.828	0.000	32	0.616	0.622	0.650	0.067		316.175	35	0.590	860777942689772059	860777638070038580	860777638065844275	73	
1	C30H44O12	[M + Na]+	C30H44NaO12+	0.999	0.988	17.805	10.972	6.832	1	0.983	-0.256	0.256	0.714		619.273	35	0.591	860777928802429280	860777638023901232	860777638023901231	72	
1	C18H18O5	[M + Na]+	C18H18NaO5+	0.189	0.533	7.310	4.485	2.825	0	0.000	0.183	0.183	0.313		337.105	36	0.592	860777929968446036	860777638242005060	860777638242005059	77	
1	C6H12O5	[M + H]+	C6H13O5+	0.802	0.500	94.513	94.513	0.000	12	0.138	7.559	7.559	0.818		165.076	36	0.592	860777924968834901	860777638107787320	860777638107787319	74	
1	C11H15N5O4	[M + H3N + H]+	C11H19N6O4+	0.765	0.228	181.619	181.016	0.603	42	0.779	4.649	4.649	8.860		299.149	36	0.594	860777939460157396	860777638149730364	860777638149730363	75	
1	C14H19NO4	[M - H2O + H]+	C14H18NO3+	0.570	0.333	168.337	166.319	2.018	32	0.609	1.660	1.983	-72596.077		248.126	36	0.595	860777941586669931	860777638191673408	860777638191673407	76	
1	C11H21NO2	[M + H3N + H]+	C11H25N2O2+	0.999	0.333	166.872	166.872	0.000	25	0.494	3.704	3.704	1.223		217.191	36	0.595	860777923542771437	860777638288142408	860777638283948103	78	
1	C18H29NO4	[M + H3N + H]+	C18H33N2O4+	1.000	0.333	142.904	138.973	3.932	41	0.911	1.347	1.347	-0.305		341.243	36	0.598	860777975325653639	860777638330085452	860777638330085451	79	
1	C17H29NO3	[M + H3N + H]+	C17H33N2O3+	1.000	0.333	215.373	211.823	3.550	47	0.755	0.824	1.464	-0.988		313.248	36	0.601	860777934775119069	860777638451720276	860777638413971539	81	
1	C12H16O3	[M + H]+	C12H17O3+	1.000	0.500	290.864	290.864	0.000	47	0.927	4.020	4.020	0.857		209.117	36	0.602	860777944296190853	860777638493663320	860777638493663319	82	
1	C8H12O2	[M + H3N + H]+	C8H16NO2+	1.000	0.333	101.244	98.260	2.983	17	0.832	6.425	6.425	0.473		158.118	36	0.604	860777923802818313	860777638543994972	860777638539800667	83	
1	C12H16O3	[M + H3N + H]+	C12H20NO3+	1.000	0.333	252.590	249.241	3.349	47	0.851	3.012	3.012	-0.840		226.144	36	0.605	860777937199427064	860777638585938016	860777638585938015	84	
1	C14H31NO3	[M + H]+	C14H32NO3+	0.673	0.500	66.067	66.067	0.000	28	0.836	1.772	1.772	0.075		262.238	36	0.605	860777932141095801	860777638627881060	860777638627881059	85	
1	C12H27NO3	[M + H]+	C12H28NO3+	0.707	0.500	54.859	51.304	3.555	17	0.879	7.018	7.018	-0.214		234.206	36	0.605	860777944006783800	860777638669824104	860777638669824103	86	
1	C10H14O2	[M + H3N + H]+	C10H18NO2+	1.000	0.333	275.882	272.526	3.356	47	0.928	5.220	5.220	0.515		184.133	36	0.608	860777949555848859	860777638749515888	860777638749515887	88	
1	C10H19NO2	[M + Na]+	C10H19NNaO2+	1.000	1.000	222.378	222.378	0.000	36	0.654	3.962	3.962	1.059		208.131	37	0.610	860777937304284770	860777638791458932	860777638791458931	89	
1	C10H20O	[M + H3N + H]+	C10H24NO+	0.998	0.500	53.815	53.815	0.000	11	0.205	1.062	1.062	0.024		174.185	37	0.610	860777950143051537	860777638707572844	860777638707572843	87	
1	C18H33NO6	[M + Na]+	C18H33NNaO6+	1.000	0.995	144.213	140.691	3.522	47	0.893	0.095	0.443	0.056		382.220	37	0.614	860777944652706737	860777638875345020	860777638871150715	91	
1	C19H31NO4	[M + H3N + H]+	C19H35N2O4+	1.000	0.333	197.032	193.594	3.438	50	0.883	1.263	1.411	-1.025		355.259	37	0.615	860777932828961773	860777638833401976	860777638833401975	90	
1	C13H26O2	[M + H3N + H]+	C13H30NO2+	0.676	0.500	85.933	85.933	0.000	40	0.829	3.231	3.231	-0.024		232.227	37	0.619	860777923521799912	860777638996979848	860777638996979847	94	
1	C12H25NO3	[M + H3N + H]+	C12H29N2O3+	1.000	0.500	110.608	110.608	0.000	33	0.786	0.209	0.312	-0.719		249.217	37	0.619	860777951011272612	860777639076671632	860777639076671631	96	
1	C12H16O2	[M + H3N + H]+	C12H20NO2+	1.000	0.333	285.933	285.933	0.000	50	0.872	3.183	3.183	0.451		210.149	37	0.625	860777940542288056	860777639118614676	860777639118614675	97	
1	C11H21OP	[M + Na]+	C11H21NaOP+	0.813	0.861	85.853	85.853	0.000	31	0.358	4.651	4.651	3.484		223.123	38	0.626	860777974830725640	860777639160557720	860777639160557719	98	
1	C11H19NO2	[M + Na]+	C11H19NNaO2+	0.998	1.000	89.659	86.192	3.467	20	0.528	4.881	4.881	-0.407		220.131	38	0.627	860777929108613617	860777639198306460	860777639198306459	99	
1	C11H16O2	[M + H]+	C11H17O2+	1.000	0.500	300.488	300.488	0.000	48	0.982	4.801	4.801	0.021		181.122	38	0.629	860777928471079246	860777639240249504	860777639240249503	100	
1	C11H16O2	[M + H3N + H]+	C11H20NO2+	1.000	0.333	315.463	311.905	3.558	54	0.940	4.134	4.134	0.427		198.149	38	0.631	860777926281652225	860777639332524200	860777639328329895	102	
1	C9H14O2	[M + H3N + H]+	C9H18NO2+	1.000	0.333	162.515	159.110	3.405	30	0.929	5.326	5.326	0.028		172.133	38	0.632	860777929926502991	860777639370272940	860777639370272939	103	
1	C9H14O2	[M + H]+	C9H15O2+	1.000	0.500	122.647	119.374	3.274	22	0.988	7.260	7.260	0.218		155.107	38	0.633	860777926822717500	860777639412215984	860777639412215983	104	
1	C18H30O	[M + H]+	C18H31O+	0.981	0.000	66.614	66.614	0.000	11	0.245	4.577	4.577	4.285		263.238	38	0.636	860777930954107646	860777639449964724	860777639449964723	105	
1	C18H35NO5	[M + Na]+	C18H35NNaO5+	1.000	0.988	107.192	103.861	3.331	40	0.892	0.327	0.649	0.125		368.241	38	0.641	860777936670944636	860777639491907768	860777639487713463	106	
1	C21H31NO4	[M + H3N + H]+	C21H35N2O4+	0.883	0.104	30.918	29.547	1.370	9	0.098	0.521	2.160	-5.231		379.257	39	0.647	860777938608713557	860777639533850812	860777639529656507	107	
1	C9H22O2Si	[M - H2O + H]+	C9H21OSi+	0.713	0.500	16.461	16.461	0.000	4	0.054	5.122	5.122	-104020.331		173.136	39	0.648	860777922800379562	860777638372028496	860777638372028495	80	
1	C9H14O2	[M - H2O + H]+	C9H13O+	1.000	0.500	110.214	106.932	3.282	24	0.910	6.740	6.740	-131371.431		137.096	39	0.648	860777932824767451	860777639571599552	860777639571599551	108	
1	C5H15N3O	[M + Na]+	C5H15N3NaO+	1.000	1.000	56.867	56.867	0.000	14	0.018	10.081	10.081	-4.374		156.110	39	0.649	860777931637779246	860777638950842500	860777638950842499	93	
1	C18H29NO3	[M + H3N + H]+	C18H33N2O3+	1.000	0.333	135.885	132.120	3.765	42	0.546	1.414	1.414	-0.582		325.248	39	0.651	860777936813551026	860777639655485640	860777639651291335	110	
1	C13H18O3	[M + H3N + H]+	C13H22NO3+	1.000	0.333	168.345	167.718	0.627	44	0.808	1.967	2.631	-7.995		240.158	39	0.652	860777932627635120	860777639613542596	860777639613542595	109	
1	C18H32O5	[M + H3N + H]+	C18H36NO5+	1.000	0.333	305.840	302.054	3.786	54	0.962	1.069	1.069	-0.086		346.259	39	0.655	860777941448257845	860777639693234380	860777639693234379	111	
1	C9H17NO2	[M - H2O + H]+	C9H16NO+	0.897	0.333	211.341	208.065	3.276	48	0.972	5.978	5.978	-116858.298		154.123	40	0.658	860777925031749480	860777639735177424	860777639730983119	112	
1	C13H27NO3	[M + H3N + H]+	C13H31N2O3+	0.999	0.500	87.444	83.913	3.531	24	0.724	5.165	5.165	0.193		263.233	40	0.662	860777923555354357	860777639777120468	860777639772926163	113	
1	C18H33NO4	[M + Na]+	C18H33NNaO4+	1.000	1.000	116.681	116.681	0.000	39	0.800	-0.313	0.364	-0.440		350.230	40	0.663	860777947848766736	860777639286386852	860777639286386851	101	
1	C13H27NO3	[M + H3N + H]+	C13H31N2O3+	1.000	0.500	107.738	104.894	2.844	31	0.746	3.706	3.706	7.715		263.235	40	0.664	860777928823400853	860777639814869208	860777639814869207	114	
1	C16H32O3	[M + H3N + H]+	C16H36NO3+	0.505	0.500	141.376	137.906	3.470	47	0.869	1.288	1.288	-0.243		290.269	40	0.672	860777930996050696	860777639852617948	860777639852617947	115	
1	C18H31NO5	[M + Na]+	C18H31NNaO5+	0.991	0.981	129.195	125.595	3.600	48	0.921	0.035	0.609	-0.312		364.209	40	0.672	860777950252103443	860777639898755296	860777639898755295	116	
1	C12H24O	[M + H3N + H]+	C12H28NO+	1.000	0.500	127.295	123.869	3.426	38	0.643	4.914	4.914	-0.005		202.217	40	0.673	860777923379193554	860777639936504036	860777639936504035	117	
1	C18H26O4	[M + H3N + H]+	C18H30NO4+	1.000	0.333	261.173	258.127	3.046	55	0.929	0.526	0.843	-1.835		324.216	41	0.683	860777944124224366	860777639978447080	860777639978447079	118	
1	C22H24N2O	[M - H2O + H]+	C22H23N2+	0.448	0.331	32.461	28.615	3.846	15	0.867	-0.208	0.533	-57143.118		315.185	41	0.686	860777937203621388	860777640020390124	860777640020390123	119	
1	C18H24O3	[M + H3N + H]+	C18H28NO3+	1.000	0.333	256.273	253.045	3.228	52	0.763	0.413	0.887	-2.123		306.206	41	0.691	860777977359891838	860777640062333168	860777640062333167	120	
1	C16H26O3	[M + H3N + H]+	C16H30NO3+	1.000	0.333	268.069	264.269	3.800	56	0.897	1.645	1.645	-0.458		284.222	42	0.693	860777945567065051	860777640104276212	860777640100081907	121	
1	C18H33NO5	[M + Na]+	C18H33NNaO5+	1.000	1.000	129.459	129.459	0.000	41	0.806	-0.404	0.421	-0.120		366.225	42	0.696	860777943058870884	860777638913093760	860777638913093759	92	
1	C16H24O2	[M + H3N + H]+	C16H28NO2+	1.000	0.333	275.635	271.869	3.767	51	0.666	2.546	2.546	-0.171		266.211	42	0.697	860777938512244518	860777640142024952	860777640142024951	122	
1	C14H20O2	[M + H3N + H]+	C14H24NO2+	1.000	0.333	347.590	344.065	3.525	55	0.890	1.581	1.581	-0.107		238.180	42	0.703	860777946775024810	860777640179773692	860777640179773691	123	
1	C15H30O2	[M + H3N + H]+	C15H34NO2+	0.932	0.500	77.994	74.335	3.659	27	0.800	3.777	3.777	-0.022		260.258	42	0.705	860777929876171338	860777640217522432	860777640217522431	124	
1	C18H35NO4	[M + Na]+	C18H35NNaO4+	1.000	1.000	141.836	141.836	0.000	37	0.715	0.376	0.523	0.030		352.246	42	0.705	860777948792485368	860777639034728588	860777639034728587	95	
1	C18H27NO2	[M + H3N + H]+	C18H31N2O2+	0.996	0.333	174.591	170.903	3.688	54	0.866	-0.084	1.235	-0.764		307.238	42	0.706	860777938491272970	860777640569844000	860777640569843999	132	
1	C14H29NO3	[M + H3N + H]+	C14H33N2O3+	1.000	0.500	189.137	189.137	0.000	50	0.880	0.696	2.395	-0.250		277.249	42	0.706	860777926935963723	860777640263659780	860777640263659779	125	
1	C19H31NO3	[M + H3N + H]+	C19H35N2O3+	1.000	0.333	173.530	170.686	2.844	49	0.708	-0.125	0.784	-0.706		339.264	43	0.712	860777933781068913	860777640322380040	860777640318185735	126	
1	C20H25N3O2	[M - H2O + H]+	C20H24N3O+	0.375	0.333	48.719	45.284	3.435	14	0.922	0.460	0.676	-55901.348		322.191	43	0.714	860777946657584230	860777640532095260	860777640532095259	131	
1	C11H18O2	[M + H3N + H]+	C11H22NO2+	1.000	0.333	253.825	250.313	3.511	47	0.893	3.304	3.304	0.173		200.165	43	0.714	860777927648995605	860777640360128780	860777640360128779	127	
1	C18H24O2	[M + H3N + H]+	C18H28NO2+	1.000	0.333	222.506	219.282	3.225	53	0.648	1.221	1.221	-0.088		290.211	43	0.714	860777952122763343	860777640406266128	860777640402071823	128	
1	C18H31NO4	[M + Na]+	C18H31NNaO4+	0.905	0.997	104.076	100.643	3.433	44	0.753	0.804	1.013	-0.314		348.214	43	0.717	860777951153878968	860777640485957912	860777640485957911	130	
1	C21H42N2O5	[M + Na]+	C21H42N2NaO5+	0.987	0.988	19.851	15.952	3.899	4	0.731	-0.489	0.513	0.228		425.299	43	0.718	860777946665972856	860777640448209172	860777640448209171	129	
