formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C10H17NO4	[M + H]+	C10H18NO4+	Amino acids and Peptides	0.970	Small peptides	0.979	Aminoacids	0.964	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.990	Amino acids and derivatives	0.990	Alpha amino acids	0.825	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	216.123	31	0.524	860777931646167857	860777634794286904	860777634794286903	10	
1	C3H7FN2O3	[M - H2O + H]+	C3H6FN2O2+	Amino acids and Peptides	0.937	Small peptides	0.944	Aminoacids	0.932	Lipids and lipid-like molecules	0.570	Fatty Acyls	0.569	Fatty acids and conjugates	0.514			Fatty acids and conjugates	0.514	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	121.040	32	0.527	860777922225759867	860777634911727424	860777634911727423	12	
1	C6H3NO2	[M + H3N + H]+	C6H7N2O2+	Alkaloids	0.995	Nicotinic acid alkaloids	0.979	Pyridine alkaloids	0.979	Organoheterocyclic compounds	0.996	Pyridines and derivatives	0.935					Pyridines and derivatives	0.935	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	139.050	32	0.527	860777931604224805	860777634970447684	860777634966253379	13	
1	C14H25NO4	[M + H3N + H]+	C14H29N2O4+	Fatty acids	0.784	Fatty amides	0.346	Pyrrolidine alkaloids	0.222	Lipids and lipid-like molecules	0.705	Fatty Acyls	0.742					Fatty Acyls	0.742	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	289.212	32	0.530	860777931902020429	860777635196940116	860777635192745811	17	
1	C11H21NO3	[M + H3N + H]+	C11H25N2O3+	Alkaloids	0.798	Ornithine alkaloids	0.780	Tropane alkaloids	0.124	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.727	Amino acids and derivatives	0.727	Amino acids and derivatives	0.727	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	233.186	32	0.530	860777922179622516	860777635083693900	860777635079499595	15	
1	C10H22O5	[M + H3N + H]+	C10H26NO5+	Fatty acids	0.980	Fatty acyls	0.951	Fatty alcohols	0.978	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Alcohols and polyols	0.926	Primary alcohols	0.815	Primary alcohols	0.815	Organic compounds; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	240.180	32	0.531	860777923513411286	860777635138219856	860777635138219855	16	
1	C11H19NO4	[M + Na]+	C11H19NNaO4+	Alkaloids	0.629	Ornithine alkaloids	0.592	Pyrrolidine alkaloids	0.361	Organic acids and derivatives	0.995	Carboxylic acids and derivatives	0.991	Carboxylic acid derivatives	0.838	Carboxylic acid amides	0.574	Carboxylic acid amides	0.574	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	252.121	32	0.532	860777927904848181	860777635557650284	860777635557650283	23	
1	C10H22O6	[M + H3N + H]+	C10H26NO6+	Fatty acids	0.974	Fatty acyls	0.895	Fatty alcohols	0.954	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Alcohols and polyols	0.916	Secondary alcohols	0.519	Secondary alcohols	0.519	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	256.175	32	0.532	860777924712982316	860777635024973640	860777635024973639	14	
1	C10H16O4	[M + H3N + H]+	C10H20NO4+	Fatty acids	0.850	Fatty Acids and Conjugates	0.414	Dicarboxylic acids	0.569	Organic acids and derivatives	0.978	Carboxylic acids and derivatives	0.966	Dicarboxylic acids and derivatives	0.539			Dicarboxylic acids and derivatives	0.539	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	218.139	32	0.534	860777925350516618	860777635314380636	860777635310186331	19	
1	C11H16O4	[M + H3N + H]+	C11H20NO4+	Fatty acids	0.977	Fatty Acids and Conjugates	0.788	Dicarboxylic acids	0.529	Lipids and lipid-like molecules	0.673	Fatty Acyls	0.672	Fatty acids and conjugates	0.572			Fatty acids and conjugates	0.572	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	230.139	32	0.534	860777929687427641	860777635251466072	860777635251466071	18	
1	C8H15NO3	[M + Na]+	C8H15NNaO3+	Fatty acids	0.877	Fatty amides	0.736	Primary amides	0.492	Lipids and lipid-like molecules	0.816	Fatty Acyls	0.837	Fatty acids and conjugates	0.683			Fatty acids and conjugates	0.683	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	196.095	32	0.535	860777927384754404	860777635503124328	860777635498930023	22	
1	C8H12O3	[M + H3N + H]+	C8H16NO3+	Fatty acids	0.972	Fatty Acids and Conjugates	0.622	Lactones	0.557	Organic acids and derivatives	0.946	Carboxylic acids and derivatives	0.936	Carboxylic acids	0.709			Carboxylic acids	0.709	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	174.113	32	0.535	860777929083447763	860777635385683808	860777635381489503	20	
1	C13H25NO4	[M + H3N + H]+	C13H29N2O4+	Amino acids and Peptides	0.540	Linear polyketides	0.292	Open-chain polyketides	0.203	Lipids and lipid-like molecules	0.637	Fatty Acyls	0.571					Fatty Acyls	0.571	Organic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	277.212	32	0.536	860777933357444118	860777635616370544	860777635616370543	24	
1	C12H16O4	[M + H3N + H]+	C12H20NO4+	Polyketides	0.896	Macrolides	0.875	Macrolide lactones	0.968	Organic acids and derivatives	0.942	Carboxylic acids and derivatives	0.915	Carboxylic acid derivatives	0.629	Carboxylic acid esters	0.641	Enoate esters	0.621	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	242.139	32	0.537	860777940080914506	860777635444404068	860777635440209763	21	
1	C23H42N4O8	[M + H3N + H]+	C23H46N5O8+	Carbohydrates	0.663	Aminosugars and aminoglycosides	0.411	Aminoglycosides	0.342	Organic acids and derivatives	0.918	Carboxylic acids and derivatives	0.885	Amino acids, peptides, and analogues	0.590	Amino acids and derivatives	0.574	Amino acids and derivatives	0.574	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	520.333	32	0.538	860777979423490087	860777636295847840	860777636295847839	36	
1	C16H26O5	[M + H3N + H]+	C16H30NO5+	Fatty acids	0.794	Macrolides	0.304	Macrolide lactones	0.419	Lipids and lipid-like molecules	0.621	Fatty Acyls	0.654					Fatty Acyls	0.654	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	316.212	32	0.539	860777932485028765	860777635733811064	860777635733811063	26	
1	C9H18N2O2	[M + Na]+	C9H18N2NaO2+	Amino acids and Peptides	0.592	Small peptides	0.719	Aminoacids	0.642	Lipids and lipid-like molecules	0.681	Fatty Acyls	0.615	Fatty acids and conjugates	0.527			Fatty acids and conjugates	0.527	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	209.126	32	0.540	860777927728687388	860777635842862976	860777635838668671	28	
1	C14H22O4	[M + H3N + H]+	C14H26NO4+	Fatty acids	0.415	Fatty esters	0.270	Macrolide lactones	0.171	Lipids and lipid-like molecules	0.579							Lipids and lipid-like molecules	0.579	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	272.186	32	0.540	860777933474884651	860777635968692104	860777635964497799	30	
1	C25H46N4O9	[M + H3N + H]+	C25H50N5O9+	Carbohydrates	0.748	Aminosugars and aminoglycosides	0.400	Aminoglycosides	0.265	Organic acids and derivatives	0.923	Carboxylic acids and derivatives	0.874	Amino acids, peptides, and analogues	0.541	Amino acids and derivatives	0.525	Amino acids and derivatives	0.525	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	564.360	32	0.540	860777953670461732	860777636203573144	860777636199378839	34	
1	C8H12O3	[M - H2O + H]+	C8H11O2+	Fatty acids	0.979	Fatty Acids and Conjugates	0.825	Unsaturated fatty acids	0.583	Organic acids and derivatives	0.973	Carboxylic acids and derivatives	0.969	Carboxylic acids	0.779			Carboxylic acids	0.779	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	139.075	32	0.541	860777942115152321	860777635788337020	860777635784142715	27	
1	C8H10O2	[M + H3N + H]+	C8H14NO2+	Fatty acids	0.840	Fatty acyls	0.391	Fatty aldehydes	0.633	Organic oxygen compounds	0.999	Organooxygen compounds	0.998	Carbonyl compounds	0.888			Carbonyl compounds	0.888	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	156.102	33	0.542	860777936800968082	860777635897388932	860777635893194627	29	
1	C16H25NO4	[M + H3N + H]+	C16H29N2O4+	Fatty acids	0.749	Fatty Acids and Conjugates	0.219	Pyrrolidine alkaloids	0.073	Lipids and lipid-like molecules	0.668	Fatty Acyls	0.643	Fatty acids and conjugates	0.511			Fatty acids and conjugates	0.511	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	313.212	33	0.542	860777940093497440	860777635675090804	860777635675090803	25	
1	C12H18O5	[M + H3N + H]+	C12H22NO5+	Fatty acids	0.755	Macrolides	0.864	Macrolide lactones	0.976	Organic acids and derivatives	0.992	Carboxylic acids and derivatives	0.989	Dicarboxylic acids and derivatives	0.612			Dicarboxylic acids and derivatives	0.612	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	260.149	33	0.542	860777942912070211	860777636102909840	860777636098715535	32	
1	C8H13N5O4	[M + H3N + H]+	C8H17N6O4+	Amino acids and Peptides	0.836	Small peptides	0.913	Aminoacids	0.534	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.999	Guanidines	0.746			Guanidines	0.746	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Organic nitro compounds; Carboxylic acids; Carbonyl compounds; Carboximidamides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	261.131	33	0.543	860777950939969427	860777636044189580	860777636044189579	31	
1	C6H3NO	[M + H3N + H]+	C6H7N2O+	Alkaloids	0.942	Nicotinic acid alkaloids	0.768	Pyridine alkaloids	0.768	Benzenoids	0.742							Benzenoids	0.742	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	123.056	33	0.545	860777922238342798	860777636346179492	860777636346179491	37	
1	C9H15NO3	[M + Na]+	C9H15NNaO3+	Amino acids and Peptides	0.774	Small peptides	0.402	Aminoacids	0.235	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.659	Amino acids and derivatives	0.658	Amino acids and derivatives	0.658	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	208.095	33	0.545	860777934473129161	860777636392316840	860777636392316839	38	
1	C12H18O4	[M + H3N + H]+	C12H22NO4+	Fatty acids	0.976	Fatty Acids and Conjugates	0.729	Dicarboxylic acids	0.581	Organic acids and derivatives	0.983	Carboxylic acids and derivatives	0.976	Dicarboxylic acids and derivatives	0.562			Dicarboxylic acids and derivatives	0.562	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	244.154	33	0.546	860777941024633057	860777636253904796	860777636249710491	35	
1	C18H28O5Si	[M + H3N + H]+	C18H32NO5Si+	Terpenoids	0.563	Macrolides	0.163	Open-chain polyketides	0.137	Lipids and lipid-like molecules	0.732	Fatty Acyls	0.615	Fatty acids and conjugates	0.563			Fatty acids and conjugates	0.563	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	370.203	33	0.547	860777941553115467	860777636543311796	860777636539117491	41	
