cluster index	parent mass	RTMean	ATTRIBUTE_treatment:GNPSGROUP:nan	ATTRIBUTE_treatment:GNPSGROUP:mock	ATTRIBUTE_treatment:GNPSGROUP:untreated	ATTRIBUTE_treatment:GNPSGROUP:PET	ATTRIBUTE_sample_name:GNPSGROUP:blank	ATTRIBUTE_sample_name:GNPSGROUP:mock	ATTRIBUTE_sample_name:GNPSGROUP:untreated	ATTRIBUTE_sample_name:GNPSGROUP:PET	ATTRIBUTE_sample_name:GNPSGROUP:bk_mapp	component	#Scan#	Compound_Name
48	203.17546256415645	2.353844	0	387329.03	0.0	0.0	0.0	387329.03	0.0	0.0	0.0	-1		
49	218.138790090492	2.5226283	0	2379273.5	0.0	0.0	515765.75	2379273.5	0.0	0.0	0.0	22		
50	202.1437618558379	2.5830028	0	1111282.4	0.0	0.0	451180.53	1111282.4	0.0	0.0	0.0	-1		
51	176.12821464724448	2.6942291	0	889219.56	0.0	0.0	461380.38	889219.56	0.0	0.0	0.0	4		
52	188.1281833371238	2.8144462	0	18714456.0	1609175.4	0.0	2937123.2	18714456.0	1609175.4	0.0	0.0	4	52.0	azelaic acid CollisionEnergy:102040
53	210.11019965039927	2.8144462	0	27927962.0	1809421.0	0.0	3306961.8	27927962.0	1809421.0	0.0	0.0	-1		
54	170.11758653722435	2.8144462	0	51789640.0	4429106.0	0.0	6372065.0	51789640.0	4429106.0	0.0	0.0	4	54.0	Spectral Match to Azelaic acid from NIST14
55	124.11229654906384	2.8144462	0	4795662.5	417164.4	0.0	744033.8	4795662.5	417164.4	0.0	0.0	-1		
56	142.1227053725606	2.8144462	0	5716948.5	498050.38	0.0	832963.4	5716948.5	498050.38	0.0	0.0	4		
57	233.18598897926407	2.8144462	0	5597106.5	578640.2	0.0	1103983.1	5597106.5	578640.2	0.0	0.0	-1		
58	244.15435603196897	2.9503887	0	1306634.4	0.0	0.0	336731.7	1306634.4	0.0	0.0	0.0	4		
59	217.19118373469152	2.9966414	0	519042.06	0.0	0.0	0.0	519042.06	0.0	0.0	0.0	-1		
60	172.1332150463502	3.0043938	0	1721662.5	397713.03	0.0	705133.7	1721662.5	397713.03	0.0	0.0	-1		
61	230.1387261738499	3.1216033	0	1331410.0	0.0	0.0	0.0	1331410.0	0.0	0.0	0.0	4		
62	273.1672264184139	3.311168	0	391000.8	457536.28	424020.0	468553.03	391000.8	457536.28	424020.0	364798.66	-1		
63	242.13865842999445	3.3316483	0	2017917.4	0.0	0.0	492772.34	2017917.4	0.0	0.0	0.0	4		
64	184.1333130593828	3.351902	0	5470111.5	464850.94	0.0	658011.4	5470111.5	464850.94	0.0	0.0	4		
65	202.1437900789352	3.3565016	0	2417876.5	0.0	0.0	0.0	2417876.5	0.0	0.0	0.0	4		
66	224.12610535985127	3.3565016	0	2078635.8	0.0	0.0	0.0	2078635.8	0.0	0.0	0.0	-1		
67	283.05015077374685	3.5570188	0	481992.4	0.0	0.0	0.0	481992.4	0.0	0.0	0.0	-1		
68	168.13838255057524	3.6769366	0	946523.2	0.0	0.0	0.0	946523.2	0.0	0.0	0.0	4	68.0	Spectral Match to Jasmine lactone from NIST14
69	196.1333131327789	3.6769366	0	1479469.2	0.0	0.0	0.0	1479469.2	0.0	0.0	0.0	4		
70	236.1257649807049	3.6769366	0	712472.9	0.0	0.0	0.0	712472.9	0.0	0.0	0.0	-1		
71	152.14345559503863	3.8652124	0	1075889.0	0.0	0.0	0.0	1075889.0	0.0	0.0	0.0	-1		
72	170.15402307189612	3.8652124	0	898626.1	0.0	0.0	0.0	898626.1	0.0	0.0	0.0	-1		
73	198.14901451536488	3.8641672	0	4866273.0	528208.06	0.0	812200.8	4866273.0	528208.06	0.0	0.0	4		
74	216.15955494118148	3.8652124	0	2500650.0	0.0	0.0	0.0	2500650.0	0.0	0.0	0.0	4		
75	238.1412867424343	3.8652124	0	1621529.2	0.0	0.0	0.0	1621529.2	0.0	0.0	0.0	-1		
76	149.05977222427865	3.8693523	0	2496594.2	2245537.8	2322892.2	2183934.0	2496594.2	2245537.8	2322892.2	2396038.8	-1		
77	211.09660695813625	3.8701758	0	863707.3	732474.1	772700.44	715155.06	863707.3	732474.1	772700.44	834278.06	-1		
78	234.2064200207912	3.913153	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12495345.0	10		
79	336.1228868489908	3.977661	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	497610.28	-1		
80	232.2271424944389	4.321773	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	510505.4	-1		
81	212.16460634687263	4.350854	0	1348619.9	0.0	0.0	365556.97	1348619.9	0.0	0.0	0.0	4	81.0	Spectral Match to Dodecanedioic acid from NIST14
82	266.1727048477812	4.8106456	0	902569.3	428890.06	0.0	473865.22	902569.3	428890.06	0.0	0.0	-1		
83	226.18018421104424	4.809044	0	4139154.5	1987503.0	1438000.1	2215780.0	4139154.5	1987503.0	1438000.1	902622.7	4	83.0	Spectral Match to 1,11-Undecanedicarboxylic acid from NIST14
84	244.1908358422485	4.8117223	0	2067294.5	1067805.5	732583.56	1144448.1	2067294.5	1067805.5	732583.56	432719.88	4	84.0	Brassylic acid - 40.0 eV
85	202.21656572053288	4.8368716	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1009394.8	-1		
86	227.12539268695627	4.8917437	0	445348.88	442290.47	394311.66	520389.56	445348.88	442290.47	394311.66	630907.06	-1		
87	262.237694830516	4.9140043	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3938610.0	10		
88	239.12777226128924	4.995803	0	580012.44	497326.56	493137.66	576448.75	580012.44	497326.56	493137.66	472041.4	-1		
89	191.16421176049369	5.0480676	0	508698.44	428570.16	436353.84	491700.62	508698.44	428570.16	436353.84	541813.2	-1		
90	307.0963319328437	5.2522807	0	432617.6	407466.5	456351.88	385748.9	432617.6	407466.5	456351.88	342208.22	-1		
91	250.1777800312248	5.3477464	0	1097762.4	1363749.9	1185730.9	1000515.6	1097762.4	1363749.9	1185730.9	960106.75	-1		
92	159.15715044145963	5.3477736	0	1467875.1	1493518.2	1460975.6	1464106.1	1467875.1	1493518.2	1460975.6	1662572.4	23		
93	228.19586550904305	5.3496222	0	1039634.0	1274899.6	1041376.25	1060977.1	1039634.0	1274899.6	1041376.25	1008962.8	7	93.0	MUCIC ACID
94	225.14854692825165	5.4770703	0	2668285.0	2622680.2	2867004.8	2792818.5	2668285.0	2622680.2	2867004.8	2670564.5	7		
95	584.3221654771022	5.478572	0	578753.06	308724.56	0.0	1171551.5	578753.06	308724.56	0.0	2063216.4	5		
96	255.15907595688967	5.5211573	0	598098.56	480385.6	505908.4	492932.97	598098.56	480385.6	505908.4	536879.7	-1	96.0	acetic_acid_isobutyl_ester
97	189.09103141791124	5.6606092	0	1172888.1	1169709.4	1168735.4	1233360.9	1172888.1	1169709.4	1168735.4	1242576.5	-1		
98	165.1274736716791	5.69489	0	1154716.8	1198932.5	1139934.6	1068324.4	1154716.8	1198932.5	1139934.6	1112796.0	-1		
99	584.3222004762938	5.715752	0	0.0	0.0	0.0	495741.28	0.0	0.0	0.0	887322.0	5		
100	177.05468955851654	5.7273016	0	640644.4	601340.4	558354.25	660136.5	640644.4	601340.4	558354.25	692384.9	-1	100.0	Spectral Match to Diethyl phthalate from NIST14
101	230.2479186664595	5.7350674	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2786292.5	-1		
102	553.1133295211806	5.7350674	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	933945.5	-1		
103	290.2689199536351	5.7742023	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2771187.0	10		
104	539.0976365936845	5.798445	0	0.0	0.0	0.0	379762.9	0.0	0.0	0.0	1192303.4	-1		
105	272.2584181321234	5.8550434	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1256208.0	-1		
106	262.1437966100273	5.919168	0	405754.44	324864.28	389775.8	383407.9	405754.44	324864.28	389775.8	953100.1	-1		
107	288.2896920026608	5.946447	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1950153.2	13	107.0	2-[[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-3,4,5-triol
108	141.983277665832	5.991841	0	389442.97	336481.1	0.0	395882.06	389442.97	336481.1	0.0	456414.2	1		
109	191.14310046448995	6.0231867	0	906152.3	910104.0	924491.2	917834.25	906152.3	910104.0	924491.2	989592.9	18		
110	288.2896815135056	6.1066623	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2352284.2	13	110.0	(4aR,5S)-9,9a-dihydroxy-3,4a,5-trimethyl-5,6,7,8,8a,9-hexahydro-4H-benzo[f][1]benzofuran-2-one
111	191.1431012637476	6.127958	0	441119.7	406694.7	410594.25	425978.2	441119.7	406694.7	410594.25	426628.88	-1		
112	179.14302870024844	6.1524296	0	581657.25	612080.8	626897.56	615935.94	581657.25	612080.8	626897.56	649393.0	-1		
113	353.1019070493002	6.270878	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	594930.94	-1		
114	191.1431002572113	6.2665467	0	411208.8	402119.62	411146.56	419239.28	411208.8	402119.62	411146.56	435604.94	-1		
115	165.1274753944183	6.304138	0	473996.84	474750.9	490971.47	470969.97	473996.84	474750.9	490971.47	472015.44	18		
116	344.2431348335172	6.313439	0	848776.8	0.0	0.0	0.0	848776.8	0.0	0.0	0.0	22		
117	205.1587835021678	6.4387903	0	516485.4	517509.84	474595.47	502475.44	516485.4	517509.84	474595.47	477811.78	-1		
118	344.2431281489857	6.463359	0	1362976.9	0.0	0.0	0.0	1362976.9	0.0	0.0	0.0	-1		
119	446.2537790486474	6.4688435	0	0.0	515355.7	0.0	0.0	0.0	515355.7	0.0	0.0	6		
120	415.2115084335453	6.474739	0	0.0	6206389.5	315476.3	0.0	0.0	6206389.5	315476.3	0.0	6	120.0	"""1-({[2-(2-furylmethyl)-5-methylpyrrolidinyl]amino}methylene)-7-[8-({[2-(2-fury lmethyl)pyrrolidinyl]amino}methylene)-1,6-dihydroxy-3-methyl-5-(methylethyl)-7 -oxo(2-naphthyl)]-3,8-dihydroxy-6-methyl-4-(methylethyl)naphthalen-2-one CollisionEnergy:102040"""
121	432.2381929242908	6.478798	0	0.0	2916549.5	0.0	0.0	0.0	2916549.5	0.0	0.0	6	121.0	Glycoursodeoxycholic acid (Chimeric precursor selection)
122	437.1934450587888	6.478798	0	0.0	2787560.5	0.0	0.0	0.0	2787560.5	0.0	0.0	-1		
123	453.16745527146907	6.478798	0	0.0	836404.4	0.0	0.0	0.0	836404.4	0.0	0.0	-1		
124	460.2693996907077	6.474739	0	0.0	5765008.5	411479.22	0.0	0.0	5765008.5	411479.22	0.0	6		
125	302.30532054777365	6.5052366	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2878658.0	13	125.0	Massbank:LU100204 2,2'-(Tetradecylimino)diethanol|Tetradecyldiethanolamine
126	253.14105870000031	6.540633	0	557383.7	530941.8	492941.06	574011.7	557383.7	530941.8	492941.06	608022.44	-1		
127	344.2431130000815	6.6133933	0	423139.12	0.0	0.0	0.0	423139.12	0.0	0.0	0.0	-1		
128	288.25327645765697	6.6551485	0	520616.47	537352.75	502485.56	525010.56	520616.47	537352.75	502485.56	544278.2	-1		
129	316.32092212719147	6.7346373	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	507281.72	-1	129.0	NONADECANOIC ACID
130	143.959047011349	6.8890433	0	339889.66	342520.75	318602.0	370715.62	339889.66	342520.75	318602.0	362189.88	8		
131	181.1587277847082	6.975459	0	1016988.6	1001246.2	1006691.6	997575.7	1016988.6	1001246.2	1006691.6	1042938.5	-1		
132	280.2635156949064	6.978707	0	0.0	1381310.9	0.0	0.0	0.0	1381310.9	0.0	0.0	7	132.0	PERHEXILINE
133	320.2558915085048	6.984144	0	0.0	756524.7	0.0	0.0	0.0	756524.7	0.0	0.0	-1		
134	189.1273919794436	7.045172	0	898203.94	873872.3	900580.25	857670.75	898203.94	873872.3	900580.25	913823.1	-1		
135	280.2635337591451	7.1264973	0	0.0	1120499.6	0.0	0.0	0.0	1120499.6	0.0	0.0	7	135.0	PERHEXILINE
136	320.2558978341628	7.1264973	0	0.0	552160.4	0.0	0.0	0.0	552160.4	0.0	0.0	-1		
137	243.1355705162216	7.1445265	0	890198.25	897694.94	816990.3	825471.3	890198.25	897694.94	816990.3	873073.56	-1		
138	330.33654629038193	7.238797	0	2917271.0	2816411.5	3002997.2	2970388.0	2917271.0	2816411.5	3002997.2	2602601.0	13	138.0	Z1517722710
139	280.2635423683232	7.251886	0	0.0	1985674.6	0.0	0.0	0.0	1985674.6	0.0	0.0	7	139.0	Massbank:EQ331604 Linoleic acid|(9Z,12Z)-octadeca-9,12-dienoic acid
140	320.2559165833515	7.251886	0	0.0	904577.6	0.0	0.0	0.0	904577.6	0.0	0.0	-1		
141	286.3104241106683	7.275425	0	469735.22	519362.75	479040.75	448658.47	469735.22	519362.75	479040.75	434158.56	-1		
142	191.08557975090304	7.2863684	0	484694.9	583067.2	528206.44	522585.6	484694.9	583067.2	528206.44	524750.2	-1		
143	336.2507836165641	7.2938128	0	0.0	1293728.5	0.0	0.0	0.0	1293728.5	0.0	0.0	-1		
144	296.2584031063053	7.330719	0	0.0	2038126.8	0.0	0.0	0.0	2038126.8	0.0	0.0	19		
145	318.2403028117492	7.330719	0	0.0	1327683.2	0.0	0.0	0.0	1327683.2	0.0	0.0	-1		
146	280.2635500252667	7.3773456	0	0.0	1816164.9	0.0	0.0	0.0	1816164.9	0.0	0.0	7	146.0	MoNA:790536 Linoleic acid
147	336.2507753576544	7.3773456	0	0.0	2258916.0	0.0	0.0	0.0	2258916.0	0.0	0.0	-1		
148	359.3267207628017	7.3773456	0	0.0	916763.56	0.0	0.0	0.0	916763.56	0.0	0.0	-1		
149	203.14314626111545	7.4091425	0	746574.6	691104.4	666520.75	695908.75	746574.6	691104.4	666520.75	759622.44	-1		
150	267.1567346646396	7.404799	0	593319.4	572033.6	528581.25	728611.56	593319.4	572033.6	528581.25	841525.94	-1		
151	243.1355864116208	7.4409447	0	1774000.6	1686405.9	1801147.5	1852170.0	1774000.6	1686405.9	1801147.5	2001079.2	-1		
152	211.16935767176813	7.473714	0	2080799.9	1907713.9	1957797.0	1976476.0	2080799.9	1907713.9	1957797.0	1954255.1	20		
153	280.2635578332024	7.4827595	0	0.0	945837.06	0.0	0.0	0.0	945837.06	0.0	0.0	7	153.0	Massbank:RP030402 ?-linolenic acid|linolenic acid|(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid
154	336.25077949721884	7.4827595	0	0.0	851617.6	0.0	0.0	0.0	851617.6	0.0	0.0	-1		
155	296.2584096491351	7.500126	0	0.0	2558753.2	0.0	0.0	0.0	2558753.2	0.0	0.0	19	155.0	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]
156	318.24028780011326	7.500126	0	0.0	1865711.0	0.0	0.0	0.0	1865711.0	0.0	0.0	-1		
157	195.1744332425937	7.520359	0	487937.38	489350.06	500681.88	476861.66	487937.38	489350.06	500681.88	481434.34	7		
158	317.21102929899206	7.5640397	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	693261.06	-1		
159	195.1744292142136	7.592304	0	1014735.9	1070361.8	970362.0	975951.9	1014735.9	1070361.8	970362.0	1003412.94	7		
160	296.2584077236049	7.6428895	0	0.0	2137322.2	0.0	0.0	0.0	2137322.2	0.0	0.0	19		
161	318.24028525290834	7.6428895	0	0.0	1483887.9	0.0	0.0	0.0	1483887.9	0.0	0.0	-1		
162	262.1437863268907	7.655094	0	402190.1	526666.25	411262.62	350729.16	402190.1	526666.25	411262.62	353664.5	-1		
163	195.1744343856063	7.6764092	0	606537.44	579343.7	599994.25	592729.94	606537.44	579343.7	599994.25	571126.7	-1		
164	161.9696070166545	7.712716	0	388916.62	369474.44	409440.53	355516.84	388916.62	369474.44	409440.53	384241.88	8		
165	304.24814266173803	7.7139473	0	739112.75	717732.56	781744.4	674420.8	739112.75	717732.56	781744.4	607778.1	-1		
166	280.26354952447286	7.8851357	0	0.0	1275592.5	0.0	0.0	0.0	1275592.5	0.0	0.0	7		
167	298.2740875373446	7.8851357	0	0.0	1762215.1	0.0	0.0	0.0	1762215.1	0.0	0.0	7		
168	320.2559027429913	7.8851357	0	0.0	1651125.2	0.0	0.0	0.0	1651125.2	0.0	0.0	-1		
169	301.1409903096114	7.88591	0	2699619.8	2295389.5	1241108.8	1329035.0	2699619.8	2295389.5	1241108.8	1316292.0	-1		
170	358.3679038748611	7.8885155	0	902015.9	910524.3	855642.44	933602.1	902015.9	910524.3	855642.44	821018.9	13	170.0	Carpachromene
171	301.1409890987836	7.8945518	0	2739280.5	1561825.2	1317801.6	1313797.1	2739280.5	1561825.2	1317801.6	1322302.9	-1		
172	363.2199550108097	7.9398193	0	1102713.6	1081220.2	1305324.0	981568.9	1102713.6	1081220.2	1305324.0	1102565.0	17		
173	411.0937885627767	7.9529405	0	1468868.1	1059472.1	1213232.0	1258527.8	1468868.1	1059472.1	1213232.0	1918248.5	-1		
174	371.1012788239065	7.9553695	0	744032.4	571567.0	553915.6	652772.25	744032.4	571567.0	553915.6	1020550.5	2	174.0	CAMPTOTHECIN
175	280.2635895443144	7.9660664	0	0.0	1278375.1	0.0	0.0	0.0	1278375.1	0.0	0.0	7	175.0	MoNA:790553 Linoleic acid
176	298.2740686379642	7.9660664	0	0.0	1044054.2	0.0	0.0	0.0	1044054.2	0.0	0.0	7	176.0	Nephrosteranic acid
177	320.2559196660623	7.9660664	0	0.0	989433.6	0.0	0.0	0.0	989433.6	0.0	0.0	-1		
178	301.21613819762547	8.099269	0	0.0	0.0	0.0	805246.3	0.0	0.0	0.0	2754804.2	3		
179	339.1929980796932	8.103313	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1178141.5	-1		
180	278.24790054499454	8.138869	0	0.0	475442.88	0.0	0.0	0.0	475442.88	0.0	0.0	-1	180.0	Spectral Match to 9(10)-EpOME from NIST14
181	223.20570399608383	8.191973	0	909374.3	916810.1	889333.25	918312.5	909374.3	916810.1	889333.25	972975.75	7		
182	295.1880119292705	8.20965	0	526023.2	445231.62	425034.62	531752.6	526023.2	445231.62	425034.62	563413.25	-1		
183	217.15880131316075	8.321103	0	1278346.0	1232481.8	1166669.1	1253246.4	1278346.0	1232481.8	1166669.1	1311774.0	-1		
184	254.2478584628907	8.408784	0	366416.7	10116989.0	570441.56	0.0	366416.7	10116989.0	570441.56	0.0	7	184.0	Spectral Match to Palmitelaidic acid from NIST14
185	301.21615910195624	8.4293375	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1166464.5	3		
186	223.20571959749591	8.43658	0	4708682.5	4863825.0	4664347.5	4468249.5	4708682.5	4863825.0	4664347.5	4508630.5	7		
187	242.2478070401787	8.507658	0	0.0	833810.0	0.0	0.0	0.0	833810.0	0.0	0.0	-1		
188	239.2005704651509	8.538973	0	1351650.4	1167218.6	1107989.2	1115473.2	1351650.4	1167218.6	1107989.2	1116398.1	20		
189	223.20571188318985	8.582179	0	754650.44	757095.75	753819.9	850724.1	754650.44	757095.75	753819.9	717751.1	7		
190	242.2478331071066	8.675801	0	0.0	553822.9	0.0	0.0	0.0	553822.9	0.0	0.0	-1		
191	263.2370170148109	8.68904	0	0.0	1310933.4	0.0	0.0	0.0	1310933.4	0.0	0.0	7	191.0	Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14
192	280.26358526877164	8.687723	0	0.0	10591475.0	765676.2	0.0	0.0	10591475.0	765676.2	0.0	7	192.0	linoleic acid
193	223.2057138550831	8.671298	0	472472.78	504783.47	493349.6	493102.6	472472.78	504783.47	493349.6	590861.75	7	193.0	GLUCOSAMINE 6-PHOSPHATE
194	321.1824075138628	8.756767	0	0.0	0.0	0.0	358440.5	0.0	0.0	0.0	1197700.8	-1		
195	321.1824058328345	8.793262	0	0.0	0.0	0.0	358440.5	0.0	0.0	0.0	1048299.1	-1		
196	299.20053493447654	8.793262	0	0.0	0.0	0.0	490944.0	0.0	0.0	0.0	1598810.5	-1		
197	243.8842190704816	8.845796	0	364431.34	347386.72	363950.44	351396.72	364431.34	347386.72	363950.44	360153.28	12		
198	286.90624283091387	8.851998	0	351099.9	354495.78	357670.16	349517.75	351099.9	354495.78	357670.16	344665.34	21		
199	268.2635241544244	8.864349	0	0.0	2236695.0	0.0	0.0	0.0	2236695.0	0.0	0.0	7		
200	371.1012628031457	8.878003	0	635203.4	530891.9	521581.78	548430.1	635203.4	530891.9	521581.78	865141.94	2	200.0	CAMPTOTHECIN
201	445.120124790436	8.880727	0	992769.8	908866.75	891690.0	825123.5	992769.8	908866.75	891690.0	1314802.2	2	201.0	(1S,3R,6R,7S,8S,10R,13S,16S,17R)-8-tert-butyl-6,17-dihydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.0ą,ąą.0ł,?.0?,ąą.0ął,ą?]nonadecane-5,15,18-trione
202	485.11274351476703	8.881419	0	3246124.2	3157765.5	3064662.2	3364534.0	3246124.2	3157765.5	3064662.2	5285385.0	-1		
203	463.1306799351166	8.880045	0	1265759.4	969581.8	931577.5	1173972.9	1265759.4	969581.8	931577.5	1893874.4	2		
