formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C7H4O2	[M + H3N + H]+	C7H8NO2+	Shikimates and Phenylpropanoids	0.808	Phenolic acids (C6-C1)	0.937	Simple phenolic acids	0.956	Benzenoids	0.810							Benzenoids	0.810	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	138.055	31	0.518	847477408368685575	847477216009507296	847477216009507295	12	
1	C7H12O3	[M + H3N + H]+	C7H16NO3+	Fatty acids	0.992	Fatty esters	0.920	Wax monoesters	0.397	Lipids and lipid-like molecules	0.754	Fatty Acyls	0.730					Fatty Acyls	0.730	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	162.113	31	0.520	847477404937744562	847477216139530728	847477216135336423	14	
1	C5HN3O	[M + H3N + H]+	C5H5N4O+	Alkaloids	0.963	Pseudoalkaloids (transamidation)	0.459	Purine alkaloids	0.410	Organoheterocyclic compounds	0.974	Diazines	0.615	Pyrimidines and pyrimidine derivatives	0.565			Pyrimidines and pyrimidine derivatives	0.565	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Organooxygen compounds; Diazines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	137.046	31	0.520	847477406187647219	847477216072421860	847477216068227555	13	
1	C8H13NO4S	[M - H2O + H]+	C8H12NO3S+	Amino acids and Peptides	0.771	Small peptides	0.327	Aminoacids	0.302	Organic acids and derivatives	0.963	Carboxylic acids and derivatives	0.766	Carboxylic acids	0.758			Carboxylic acids	0.758	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	202.053	32	0.527	847477408087667163	847477216256971248	847477216252776943	16	
1	C9H14O4	[M + H3N + H]+	C9H18NO4+	Fatty acids	0.975	Fatty Acids and Conjugates	0.679	Dicarboxylic acids	0.848	Organic acids and derivatives	0.981	Carboxylic acids and derivatives	0.975	Dicarboxylic acids and derivatives	0.656			Dicarboxylic acids and derivatives	0.656	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	204.123	32	0.529	847477406305087766	847477216198250988	847477216198250987	15	
1	C10H22N6O6	[M - H2O + H]+	C10H21N6O5+	Carbohydrates	0.892	Nucleosides	0.914	Purine nucleosides	0.439	Organic acids and derivatives	0.842	Carboxylic acids and derivatives	0.732	Amino acids, peptides, and analogues	0.677	Amino acids and derivatives	0.672	Alpha amino acids and derivatives	0.601	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Secondary alcohols; Carbonyl compounds; Glycosylamines; Substituted imidazoles; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	305.157	32	0.529	847477418514707987	847477216361828856	847477216361828855	18	
1	C8H18N6O5	[M - H2O + H]+	C8H17N6O4+	Amino acids and Peptides	0.446	Small peptides	0.636	Polyamines	0.144	Organic 1,3-dipolar compounds	0.740	Allyl-type 1,3-dipolar organic compounds	0.546	Organic nitro compounds	0.635	Nitramines	0.686	Nitramines	0.686	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Monoalkylamines; Organic nitro compounds; Carbonyl compounds; Amines; Primary amines; Nitramines; Carboximidamides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	261.131	32	0.533	847477409031385702	847477216483463680	847477216479269375	20	
1	C9H15NO2	[M + H3N + H]+	C9H19N2O2+	Alkaloids	0.554	Small peptides	0.179	Aminoacids	0.187	Organic acids and derivatives	0.970	Carboxylic acids and derivatives	0.963	Amino acids, peptides, and analogues	0.626	Amino acids and derivatives	0.626	Amino acids and derivatives	0.626	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	187.144	32	0.533	847477425926043864	847477216311497204	847477216307302899	17	
1	C11H19NO3	[M + H3N + H]+	C11H23N2O3+	Alkaloids	0.861	Ornithine alkaloids	0.714	Pyrrolidine alkaloids	0.447	Organic acids and derivatives	0.969	Carboxylic acids and derivatives	0.954	Carboxylic acid derivatives	0.696			Carboxylic acid derivatives	0.696	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	231.170	32	0.535	847477410423894762	847477216923865632	847477216919671327	28	
1	C10H17NO4	[M + Na]+	C10H17NNaO4+	Amino acids and Peptides	0.606	Small peptides	0.164	Piperidine alkaloids	0.109	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.593	Amino acids and derivatives	0.589	Alpha amino acids and derivatives	0.502	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	238.105	32	0.535	847477409727640198	847477216592515592	847477216592515591	22	
1	C10H22O5	[M + H3N + H]+	C10H26NO5+	Fatty acids	0.982	Fatty acyls	0.914	Fatty alcohols	0.952	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Ethers	0.848	Dialkyl ethers	0.825	Polyethylene glycols	0.514	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	240.180	32	0.536	847477406217007369	847477216873533980	847477216873533979	27	
1	C9H18N2O2	[M + Na]+	C9H18N2NaO2+	Amino acids and Peptides	0.979	Small peptides	0.982	Aminoacids	0.971	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.912	Amino acids and derivatives	0.912	Alpha amino acids and derivatives	0.530	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	209.126	32	0.536	847477455005156769	847477216420549116	847477216420549115	19	
1	C8H12O3	[M + H3N + H]+	C8H16NO3+	Fatty acids	0.982	Fatty Acids and Conjugates	0.661	Lactones	0.646	Organic acids and derivatives	0.947	Carboxylic acids and derivatives	0.939	Carboxylic acids	0.696			Carboxylic acids	0.696	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	174.113	32	0.538	847477406326059320	847477216714150416	847477216714150415	24	
1	C8H18O4	[M + H3N + H]+	C8H22NO4+	Fatty acids	0.997	Fatty acyls	0.823	Fatty alcohols	0.937	Lipids and lipid-like molecules	0.660	Fatty Acyls	0.601					Fatty Acyls	0.601	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organooxygen compounds; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	196.154	32	0.538	847477404711252141	847477216823202328	847477216823202327	26	
1	C13H25NO4	[M + H3N + H]+	C13H29N2O4+	Alkaloids	0.362	Ornithine alkaloids	0.627	Pyrrolidine alkaloids	0.258	Lipids and lipid-like molecules	0.726	Fatty Acyls	0.739					Fatty Acyls	0.739	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	277.212	32	0.540	847477415947793661	847477216772870676	847477216772870675	25	
1	C6H3NO	[M + H3N + H]+	C6H7N2O+	Alkaloids	0.831	Nicotinic acid alkaloids	0.657	Pyridine alkaloids	0.656	Benzenoids	0.607							Benzenoids	0.607	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Nitriles; Benzenoids; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	123.056	32	0.541	847477405105516731	847477217041306152	847477217037111847	30	
1	C13H15N5	[M + Na]+	C13H15N5Na+	Alkaloids	0.937	Pseudoalkaloids (transamidation)	0.420	Purine alkaloids	0.349	Organoheterocyclic compounds	0.998	Triazines	0.536	Aminotriazines	0.749	1,3,5-triazine-2,4-diamines	0.594	1,3,5-triazine-2,4-diamines	0.594	Organic compounds; Organoheterocyclic compounds; Triazines; Organonitrogen compounds; Azoles; Aminotriazines; Benzene and substituted derivatives; Benzenoids; Amines; N-aliphatic s-triazines; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; 1,3,5-triazine-2,4-diamines; Chemical entities	264.121	32	0.541	847477414395900940	847477216974197284	847477216970002979	29	
1	C9H14BFO	[M + H]+	C9H15BFO+	Terpenoids	0.821	Monoterpenoids	0.838	Pinane monoterpenoids	0.646	Organic acids and derivatives	0.650	Boronic acid derivatives	0.581					Boronic acid derivatives	0.581	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organometallic compounds; Boronic acid derivatives; Organometalloid compounds; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Organic oxygen compounds; Chemical entities	168.123	32	0.542	847477405457838278	847477217175523888	847477217171329583	32	
1	C10H22O6	[M + H3N + H]+	C10H26NO6+	Fatty acids	0.991	Fatty acyls	0.901	Fatty alcohols	0.922	Lipids and lipid-like molecules	0.432	Glycerolipids	0.543	Glycerol ethers	0.541			Glycerol ethers	0.541	Organic compounds; Alcohols and polyols; Glycerolipids; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Glycerol ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	256.176	33	0.548	847477427691846056	847477217112609324	847477217112609323	31	
1	C8H9F3O	[M + H3N + H]+	C8H13F3NO+	Terpenoids	0.647	Monoterpenoids	0.546	Halogenated fatty acids	0.110	Organic oxygen compounds	0.996	Organooxygen compounds	0.994	Carbonyl compounds	0.656	Ketones	0.548	Ketones	0.548	Organic compounds; Ketones; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	196.095	33	0.548	847477407852786070	847477217225855540	847477217221661235	33	
1	C12H23NO3	[M + H3N + H]+	C12H27N2O3+	Alkaloids	0.379	Ornithine alkaloids	0.565	Pyrrolidine alkaloids	0.405	Lipids and lipid-like molecules	0.516							Lipids and lipid-like molecules	0.516	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	247.202	33	0.549	847477416413361469	847477217322324540	847477217322324539	35	
1	C12H18O4	[M + H3N + H]+	C12H22NO4+	Fatty acids	0.984	Fatty Acids and Conjugates	0.819	Dicarboxylic acids	0.696	Organic acids and derivatives	0.989	Carboxylic acids and derivatives	0.983	Dicarboxylic acids and derivatives	0.615			Dicarboxylic acids and derivatives	0.615	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	244.154	33	0.550	847477415058601131	847477217276187192	847477217276187191	34	
1	C9H12O3	[M + H3N + H]+	C9H16NO3+	Fatty acids	0.465	Fatty esters	0.194	Macrolide lactones	0.371	Organic acids and derivatives	0.881	Carboxylic acids and derivatives	0.850	Carboxylic acid derivatives	0.602			Carboxylic acid derivatives	0.602	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	186.113	33	0.551	847477408762950189	847477217427182148	847477217427182147	37	
1	C8H14O2	[M + H3N + H]+	C8H18NO2+	Fatty acids	0.998	Fatty esters	0.904	Lactones	0.952	Organic acids and derivatives	0.953	Carboxylic acids and derivatives	0.947	Carboxylic acid derivatives	0.596	Carboxylic acid esters	0.573	Carboxylic acid esters	0.573	Organic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	160.133	33	0.552	847477431991008382	847477217372656192	847477217372656191	36	
1	C11H21NO3	[M + H3N + H]+	C11H25N2O3+	Amino acids and Peptides	0.721	Small peptides	0.854	Aminoacids	0.621	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.837	Amino acids and derivatives	0.836	Alpha amino acids and derivatives	0.549	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	233.186	33	0.553	847477405743050972	847477217477513800	847477217473319495	38	
1	C8H12O3	[M - H2O + H]+	C8H11O2+	Fatty acids	0.955	Fatty Acids and Conjugates	0.808	Unsaturated fatty acids	0.561	Organic acids and derivatives	0.964	Carboxylic acids and derivatives	0.961	Carboxylic acids	0.778			Carboxylic acids	0.778	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	139.075	33	0.554	847477427473742212	847477216651235852	847477216651235851	23	
1	C9H16F3NO2	[M - H2O + H]+	C9H15F3NO+	Alkaloids	0.701	Pseudoalkaloids (transamidation)	0.120	Phenylalanine-derived alkaloids	0.148	Organic nitrogen compounds	0.991	Organonitrogen compounds	0.986	Amines	0.914	Alkanolamines	0.758	1,2-aminoalcohols	0.745	Organic compounds; Alcohols and polyols; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Alkyl fluorides; Organofluorides; Secondary alcohols; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Halohydrins; Fluorohydrins; Alkyl halides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	210.110	33	0.556	847477453809779650	847477217527845452	847477217523651147	39	
1	C8H10O2	[M + H3N + H]+	C8H14NO2+	Fatty acids	0.754	Fatty acyls	0.466	Fatty aldehydes	0.651	Organic oxygen compounds	0.999	Organooxygen compounds	0.998	Carbonyl compounds	0.957	Ketones	0.749	Cyclic ketones	0.563	Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	156.102	33	0.557	847477408377074205	847477217632703060	847477217632703059	41	
1	C10H14O3	[M - H2O + H]+	C10H13O2+	Fatty acids	0.952	Fatty Acids and Conjugates	0.698	Unsaturated fatty acids	0.425	Organic acids and derivatives	0.856	Carboxylic acids and derivatives	0.872	Carboxylic acids	0.755			Carboxylic acids	0.755	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	165.091	33	0.557	847477454539588874	847477217683034712	847477217683034711	42	
